itemUID,issueDate,itemResidency,duration,durationValue,residency,state,itemType,itemYear,price,birthYear,gender,county,customerUID,age
30743,2015-09-28,T,Annual,1,T,NE,Hunt,2015,14,1957,Male,webster,2300,58
30744,2015-09-28,T,Season,1,T,NE,Deer,2015,73.5,1957,Male,webster,2300,58
35716,2016-08-17,T,Season,1,T,NE,Deer,2016,31,1957,Male,webster,2300,59
41462,2017-09-24,T,Season,1,T,NE,Deer,2017,37,1957,Male,webster,2300,60
2689,2010-06-23,T,Annual,1,T,NE,Fish,2010,18.5,1981,Male,lancaster,2301,29
997,2010-03-30,T,Annual,1,T,NE,Fish,2010,18.5,1984,Female,saunders,2302,26
29088,2015-05-31,T,Annual,1,T,NE,Fish,2015,18.5,1984,Female,saunders,2302,31
34244,2016-05-10,T,Annual,1,T,NE,Fish,2016,19.5,1984,Female,saunders,2302,32
42688,2017-11-20,T,Season,1,T,NE,Deer,2017,20,1982,Male,holt,2303,35
2784,2010-06-29,T,Annual,1,T,NE,Fish,2010,18.5,1978,Male,buffalo,2304,32
2301,2010-06-05,T,Annual,1,T,NE,Fish,2010,18.5,1958,Male,lancaster,2305,52
6272,2011-02-21,T,Annual,1,T,NE,Fish,2011,18.5,1991,Male,dawson,2306,20
12108,2012-03-26,T,Annual,1,T,NE,Fish,2012,18.5,1991,Male,dawson,2306,21
15742,2012-11-10,T,Season,1,T,NE,Deer,2012,30,1991,Male,dawson,2306,21
18435,2013-05-28,T,Annual,1,T,NE,Fish,2013,18.5,1991,Male,dawson,2306,22
20609,2013-11-01,T,Season,1,T,NE,Deer,2013,30,1991,Male,dawson,2306,22
21379,2013-12-02,T,Season,1,T,NE,Deer,2013,30,1991,Male,dawson,2306,22
22670,2014-04-08,T,Annual,1,T,NE,Fish,2014,18.5,1991,Male,dawson,2306,23
25682,2014-10-24,T,Season,1,T,NE,Deer,2014,30,1991,Male,dawson,2306,23
29026,2015-05-27,T,Annual,1,T,NE,Fish,2015,18.5,1991,Male,dawson,2306,24
31800,2015-11-15,T,Season,1,T,NE,Deer,2015,11,1991,Male,dawson,2306,24
31801,2015-11-15,T,Season,1,T,NE,Deer,2015,30,1991,Male,dawson,2306,24
34687,2016-06-01,T,Annual,1,T,NE,Fish,2016,19.5,1991,Male,dawson,2306,25
36331,2016-10-05,T,Season,1,T,NE,Deer,2016,31,1991,Male,dawson,2306,25
39284,2017-04-17,T,Annual,1,T,NE,Fish,2017,23,1991,Male,dawson,2306,26
42040,2017-11-02,T,Season,1,T,NE,Deer,2017,37,1991,Male,dawson,2306,26
44166,2018-04-23,T,Annual,1,T,NE,Fish,2018,23,1991,Male,dawson,2306,27
996,2010-03-30,T,Annual,1,T,NE,Fish,2010,18.5,1959,Male,douglas,2307,51
6474,2011-03-21,T,Annual,1,T,NE,Fish,2011,18.5,1959,Male,douglas,2307,52
11806,2012-03-12,T,Annual,1,T,NE,Fish,2012,18.5,1959,Male,douglas,2307,53
17875,2013-04-29,T,Annual,1,T,NE,Fish,2013,18.5,1959,Male,douglas,2307,54
23837,2014-06-03,T,Annual,1,T,NE,Fish,2014,18.5,1959,Male,douglas,2307,55
29547,2015-06-29,T,Annual,1,T,NE,Fish,2015,18.5,1959,Male,douglas,2307,56
33886,2016-04-19,T,Annual,1,T,NE,Fish,2016,19.5,1959,Male,douglas,2307,57
40412,2017-06-26,T,Annual,1,T,NE,Fish,2017,23,1959,Male,douglas,2307,58
40047,2017-05-31,T,1-Day,1,T,NE,Fish,2017,9,1992,Male,douglas,2308,25
4463,2010-10-31,T,Annual,1,T,NE,Hunt,2010,14,1973,Male,sarpy,2309,37
4487,2010-10-31,NA,Annual,1,T,NE,WaterFowl,2010,5,1973,Male,sarpy,2309,37
7863,2011-06-11,T,Annual,1,T,NE,Fish,2011,18.5,1973,Male,sarpy,2309,38
8881,2011-09-02,T,Annual,1,T,NE,Hunt,2011,14,1973,Male,sarpy,2309,38
8887,2011-09-02,NA,Annual,1,T,NE,WaterFowl,2011,5,1973,Male,sarpy,2309,38
14500,2012-09-01,T,Annual,1,T,NE,Hunt,2012,14,1973,Male,sarpy,2309,39
19761,2013-09-02,T,Annual,1,T,NE,Hunt,2013,14,1973,Male,sarpy,2309,40
22099,2014-01-19,T,Annual,1,T,NE,Hunt,2014,14,1973,Male,sarpy,2309,41
22109,2014-01-19,NA,Annual,1,T,NE,WaterFowl,2014,5,1973,Male,sarpy,2309,41
27360,2015-01-14,T,Annual,1,T,NE,Hunt,2015,14,1973,Male,sarpy,2309,42
27364,2015-01-14,NA,Annual,1,T,NE,WaterFowl,2015,5,1973,Male,sarpy,2309,42
2079,2010-05-28,T,Annual,1,T,NE,Fish,2010,18.5,1992,Female,buffalo,2310,18
2615,2010-06-19,T,Annual,1,T,NE,Fish,2010,18.5,1968,Male,hall,2311,42
7979,2011-06-19,T,Annual,1,T,NE,Fish,2011,18.5,1968,Male,hall,2311,43
13646,2012-06-12,T,Annual,1,T,NE,Fish,2012,18.5,1968,Male,hall,2311,44
19135,2013-07-09,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1968,Male,hall,2311,45
33020,2016-02-21,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1968,Male,hall,2311,48
23811,2014-06-02,T,Annual,1,T,NE,Fish,2014,18.5,1946,Female,lancaster,2312,68
28807,2015-05-11,T,Annual,1,T,NE,Fish,2015,18.5,1946,Female,lancaster,2312,69
34366,2016-05-18,T,Annual,1,T,NE,Fish,2016,19.5,1946,Female,lancaster,2312,70
39666,2017-05-09,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1946,Female,lancaster,2312,71
44635,2018-05-15,T,Annual,1,T,NE,Hunt Fish Combo,2018,5,1946,Female,lancaster,2312,72
549,2010-01-18,NA,Annual,1,T,NE,WaterFowl,2010,5,1962,Male,colfax,2313,48
24383,2014-07-08,NA,Annual,1,T,NE,WaterFowl,2014,5,1962,Male,colfax,2313,52
3028,2010-07-18,T,Annual,1,T,NE,Fish,2010,18.5,1982,Male,douglas,2314,28
13660,2012-06-13,T,1-Day,1,T,NE,Fish,2012,6.5,1990,Female,lancaster,2315,22
3546,2010-09-07,T,Annual,1,T,NE,Fish,2010,18.5,1979,Male,buffalo,2316,31
8222,2011-07-09,T,Annual,1,T,NE,Fish,2011,18.5,1979,Male,buffalo,2316,32
35273,2016-07-07,T,Annual,1,T,NE,Fish,2016,19.5,1979,Male,buffalo,2316,37
2333,2010-06-07,T,Annual,1,T,NE,Fish,2010,18.5,1991,Male,sarpy,2317,19
771,2010-03-08,T,Annual,1,T,NE,Hunt,2010,14,1960,Male,sarpy,2318,50
2497,2010-06-16,T,Season,1,T,NE,Deer,2010,30,1983,Male,lincoln,2319,27
32257,2015-12-17,T,Annual,1,T,NE,Fish,2016,19.5,1983,Male,lincoln,2319,32
36101,2016-09-14,T,Season,1,T,NE,Deer,2016,31,1983,Male,lincoln,2319,33
40386,2017-06-24,T,Annual,1,T,NE,Fish,2017,23,1983,Male,lincoln,2319,34
42321,2017-11-10,T,Season,1,T,NE,Deer,2017,37,1983,Male,lincoln,2319,34
45299,2018-06-23,T,Annual,1,T,NE,Fish,2018,23,1983,Male,lincoln,2319,35
46045,2018-08-27,T,Season,1,T,NE,Deer,2018,37,1983,Male,lincoln,2319,35
46954,2018-10-31,T,Season,1,T,NE,Deer,2018,37,1983,Male,lincoln,2319,35
2316,2010-06-06,T,1-Day,1,T,NE,Fish,2010,6.5,1968,Male,lancaster,2320,42
29751,2015-07-13,T,Annual,1,T,NE,Fish,2015,18.5,1968,Male,lancaster,2320,47
2384,2010-06-10,T,Annual,1,T,NE,Fish,2010,18.5,1948,Male,lancaster,2321,62
7792,2011-06-06,T,Annual,1,T,NE,Fish,2011,18.5,1948,Male,lancaster,2321,63
14262,2012-08-01,T,Annual,1,T,NE,Fish,2012,18.5,1948,Male,lancaster,2321,64
17182,2013-03-17,T,Annual,1,T,NE,Hunt Fish Combo,2013,5,1948,Male,lancaster,2321,65
22273,2014-02-22,T,Annual,1,T,NE,Hunt Fish Combo,2014,5,1948,Male,lancaster,2321,66
27948,2015-03-29,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1948,Male,lancaster,2321,67
33158,2016-03-05,T,Annual,1,T,NE,Hunt Fish Combo,2016,5,1948,Male,lancaster,2321,68
40253,2017-06-13,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1948,Male,lancaster,2321,69
45002,2018-06-03,T,Lifetime,99,T,NE,Hunt Fish Combo,2018,0,1948,Male,lancaster,2321,70
6701,2011-04-05,T,Annual,1,T,NE,Fish,2011,18.5,1970,Male,pierce,2322,41
38794,2017-03-20,T,Annual,1,T,NE,Fish,2017,23,1970,Male,pierce,2322,47
43434,2018-01-21,T,Annual,1,T,NE,Fish,2018,23,1970,Male,pierce,2322,48
2225,2010-06-01,T,Annual,1,T,NE,Fish,2010,18.5,1973,Female,hall,2323,37
7660,2011-05-30,T,Annual,1,T,NE,Fish,2011,18.5,1973,Female,hall,2323,38
2353,2010-06-08,T,Annual,1,T,NE,Fish,2010,18.5,1990,Male,chase,2324,20
1080,2010-04-04,T,Annual,1,T,NE,Fish,2010,18.5,1975,Male,chase,2325,35
13006,2012-05-07,T,Annual,1,T,NE,Fish,2012,18.5,1975,Male,chase,2325,37
17355,2013-04-01,T,Annual,1,T,NE,Fish,2013,18.5,1975,Male,chase,2325,38
22646,2014-04-07,T,Annual,1,T,NE,Fish,2014,18.5,1975,Male,chase,2325,39
27949,2015-03-29,T,Annual,1,T,NE,Fish,2015,18.5,1975,Male,chase,2325,40
33573,2016-04-04,T,Annual,1,T,NE,Fish,2016,19.5,1975,Male,chase,2325,41
38441,2017-01-31,T,Annual,1,T,NE,Fish,2017,23,1975,Male,chase,2325,42
45049,2018-06-05,T,Annual,1,T,NE,Fish,2018,23,1975,Male,chase,2325,43
669,2010-02-07,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1978,Female,hamilton,2326,32
670,2010-02-07,NA,Annual,1,T,NE,WaterFowl,2010,5,1978,Female,hamilton,2326,32
6127,2011-01-24,T,Annual,1,T,NE,Hunt,2011,14,1978,Female,hamilton,2326,33
6135,2011-01-24,NA,Annual,1,T,NE,WaterFowl,2011,5,1978,Female,hamilton,2326,33
13219,2012-05-21,T,Annual,1,T,NE,Fish,2012,18.5,1978,Female,hamilton,2326,34
2785,2010-06-29,T,Annual,1,T,NE,Fish,2010,18.5,1975,Male,lancaster,2327,35
7737,2011-06-02,T,Annual,1,T,NE,Fish,2011,18.5,1975,Male,lancaster,2327,36
13284,2012-05-25,T,Annual,1,T,NE,Fish,2012,18.5,1972,Male,dodge,2328,40
7597,2011-05-28,F,3-Day,1,F,IA,Fish,2011,17.5,1949,Male,NA,2329,62
7547,2011-05-24,T,Annual,1,T,NE,Fish,2011,18.5,1991,Female,douglas,2330,20
12823,2012-04-25,T,Annual,1,T,NE,Fish,2012,18.5,1991,Female,douglas,2330,21
22902,2014-04-19,T,Annual,1,T,NE,Fish,2014,18.5,1991,Female,douglas,2330,23
1764,2010-05-04,T,1-Day,1,T,NE,Fish,2010,6.5,1989,Female,adams,2331,21
8178,2011-07-05,T,1-Day,1,T,NE,Fish,2011,6.5,1989,Female,adams,2331,22
29167,2015-06-03,T,1-Day,1,T,NE,Fish,2015,6.5,1989,Female,adams,2331,26
34512,2016-05-27,T,1-Day,1,T,NE,Fish,2016,7.5,1989,Female,adams,2331,27
34688,2016-06-01,T,1-Day,1,T,NE,Fish,2016,7.5,1989,Female,adams,2331,27
34762,2016-06-05,T,1-Day,1,T,NE,Fish,2016,7.5,1989,Female,adams,2331,27
34895,2016-06-12,T,1-Day,1,T,NE,Fish,2016,7.5,1989,Female,adams,2331,27
44445,2018-05-06,T,Annual,1,T,NE,Fish,2018,23,1989,Female,adams,2331,29
19265,2013-07-14,T,Annual,1,T,NE,Fish,2013,18.5,1973,Male,douglas,2332,40
23839,2014-06-03,T,Annual,1,T,NE,Fish,2014,18.5,1973,Male,douglas,2332,41
28990,2015-05-26,T,Annual,1,T,NE,Fish,2015,18.5,1973,Male,douglas,2332,42
34468,2016-05-24,T,Annual,1,T,NE,Fish,2016,19.5,1973,Male,douglas,2332,43
45694,2018-07-19,T,Annual,1,T,NE,Fish,2018,23,1973,Male,douglas,2332,45
19052,2013-07-05,T,Annual,1,T,NE,Fish,2013,18.5,1951,Female,saline,2333,62
29642,2015-07-04,T,Annual,1,T,NE,Fish,2015,18.5,1951,Female,saline,2333,64
33293,2016-03-14,T,Annual,1,T,NE,Fish,2016,19.5,1951,Female,saline,2333,65
39438,2017-04-23,T,Annual,1,T,NE,Fish,2017,23,1951,Female,saline,2333,66
44211,2018-04-25,T,Annual,1,T,NE,Fish,2018,23,1951,Female,saline,2333,67
2020,2010-05-24,T,Annual,1,T,NE,Fish,2010,18.5,1963,Male,lincoln,2334,47
34349,2016-05-17,T,Annual,1,T,NE,Fish,2016,19.5,1994,Male,douglas,2335,22
44490,2018-05-07,T,Annual,1,T,NE,Fish,2018,23,1994,Male,douglas,2335,24
8203,2011-07-07,T,1-Day,1,T,NE,Fish,2011,6.5,1984,Female,lincoln,2336,27
8564,2011-07-27,T,Annual,1,T,NE,Fish,2011,18.5,1984,Female,lincoln,2336,27
11876,2012-03-16,T,Annual,1,T,NE,Fish,2012,18.5,1984,Female,lincoln,2336,28
18569,2013-06-04,T,1-Day,1,T,NE,Fish,2013,6.5,1984,Female,lincoln,2336,29
18646,2013-06-09,T,Annual,1,T,NE,Fish,2013,18.5,1984,Female,lincoln,2336,29
9008,2011-09-10,T,Annual,1,T,NE,Fish,2011,18.5,1989,Male,lancaster,2337,22
19344,2013-07-21,T,1-Day,1,T,NE,Fish,2013,6.5,1989,Male,lancaster,2337,24
2629,2010-06-20,T,1-Day,1,T,NE,Fish,2010,6.5,1958,Male,douglas,2338,52
45883,2018-08-06,T,Annual,1,T,NE,Fish,2018,23,1958,Male,douglas,2338,60
24403,2014-07-12,F,3-Day,1,F,CO,Fish,2014,17.5,1992,Male,NA,2339,22
29886,2015-07-19,F,1-Day,1,F,CO,Fish,2015,8.5,1992,Male,NA,2339,23
34571,2016-05-30,F,1-Day,1,F,CO,Fish,2016,9.5,1992,Male,NA,2339,24
34745,2016-06-04,F,Annual,1,F,CO,Fish,2016,51.5,1992,Male,NA,2339,24
3223,2010-08-08,T,Annual,1,T,NE,Fish,2010,18.5,1979,Male,scotts bluff,2340,31
13272,2012-05-24,T,Annual,1,T,NE,Fish,2012,18.5,1979,Male,scotts bluff,2340,33
18162,2013-05-16,T,Annual,1,T,NE,Fish,2013,18.5,1979,Male,scotts bluff,2340,34
28239,2015-04-13,T,Annual,1,T,NE,Fish,2015,18.5,1979,Male,scotts bluff,2340,36
34572,2016-05-30,T,Annual,1,T,NE,Fish,2016,19.5,1979,Male,scotts bluff,2340,37
6843,2011-04-12,T,Annual,1,T,NE,Fish,2011,18.5,1973,Male,keith,2341,38
13757,2012-06-23,T,Annual,1,T,NE,Fish,2012,18.5,1973,Male,keith,2341,39
18568,2013-06-04,T,Annual,1,T,NE,Fish,2013,18.5,1973,Male,keith,2341,40
20668,2013-11-04,T,Annual,1,T,NE,Hunt,2013,14,1973,Male,keith,2341,40
25098,2014-09-06,T,Annual,1,T,NE,Hunt,2014,14,1973,Male,keith,2341,41
23495,2014-05-19,F,Season,1,F,OK,Spring Turkey,2014,91,1986,Male,NA,2342,28
39506,2017-04-25,F,Season,1,F,OK,Spring Turkey,2017,109,1986,Male,NA,2342,31
2498,2010-06-16,F,Season,1,F,NH,Deer,2010,209,1957,Male,NA,2343,53
8312,2011-07-13,F,Season,1,F,NH,Deer,2011,209,1957,Male,NA,2343,54
19182,2013-07-10,F,Season,1,F,NH,Deer,2013,209,1957,Male,NA,2343,56
19183,2013-07-10,F,Season,1,F,NH,Deer,2013,55,1957,Male,NA,2343,56
6804,2011-04-11,T,Annual,1,T,NE,Fish,2011,18.5,1990,Male,buffalo,2344,21
45003,2018-06-03,T,Annual,1,T,NE,Fish,2018,23,1990,Male,buffalo,2344,28
8369,2011-07-14,F,Season,1,F,WA,Deer,2011,209,1948,Male,NA,2345,63
8370,2011-07-14,F,Season,1,F,WA,Deer,2011,55,1948,Male,NA,2345,63
19184,2013-07-10,F,Season,1,F,WA,Deer,2013,55,1948,Male,NA,2345,65
19185,2013-07-10,F,Season,1,F,WA,Deer,2013,209,1948,Male,NA,2345,65
29809,2015-07-15,F,Season,1,F,WA,Deer,2015,61,1948,Male,NA,2345,67
29936,2015-07-22,F,Season,1,F,WA,Deer,2015,215,1948,Male,NA,2345,67
40634,2017-07-12,F,Season,1,F,WA,Deer,2017,242,1948,Male,NA,2345,69
40635,2017-07-12,F,Season,1,F,WA,Deer,2017,70,1948,Male,NA,2345,69
19186,2013-07-10,F,Season,1,F,WA,Deer,2013,55,1933,Male,NA,2346,80
19187,2013-07-10,F,Season,1,F,WA,Deer,2013,209,1933,Male,NA,2346,80
29810,2015-07-15,F,Season,1,F,WA,Deer,2015,61,1933,Male,NA,2346,82
29811,2015-07-15,F,Season,1,F,WA,Deer,2015,215,1933,Male,NA,2346,82
40636,2017-07-12,F,Season,1,F,WA,Deer,2017,242,1933,Male,NA,2346,84
40637,2017-07-12,F,Season,1,F,WA,Deer,2017,70,1933,Male,NA,2346,84
2499,2010-06-16,F,Season,1,F,MI,Deer,2010,209,1954,Male,NA,2347,56
8313,2011-07-13,F,Season,1,F,MI,Deer,2011,209,1954,Male,NA,2347,57
14140,2012-07-22,F,Season,1,F,MI,Deer,2012,521,1954,Male,NA,2347,58
14141,2012-07-22,F,Season,1,F,MI,Deer,2012,55,1954,Male,NA,2347,58
20003,2013-09-21,F,Season,1,F,MI,Deer,2013,55,1954,Male,NA,2347,59
20004,2013-09-21,F,Season,1,F,MI,Deer,2013,521,1954,Male,NA,2347,59
24464,2014-07-16,F,Season,1,F,MI,Deer,2014,209,1954,Male,NA,2347,60
29841,2015-07-16,F,Season,1,F,MI,Deer,2015,215,1954,Male,NA,2347,61
784,2010-03-09,T,Annual,1,T,NE,Fish,2010,18.5,1976,Male,lincoln,2348,34
6916,2011-04-16,T,Annual,1,T,NE,Fish,2011,18.5,1976,Male,lincoln,2348,35
12877,2012-04-30,T,Annual,1,T,NE,Fish,2012,18.5,1976,Male,lincoln,2348,36
15547,2012-11-04,T,Annual,1,T,NE,Hunt,2012,14,1976,Male,lincoln,2348,36
17121,2013-03-09,T,Annual,1,T,NE,Fish,2013,18.5,1976,Male,lincoln,2348,37
21116,2013-11-17,T,Season,1,T,NE,Deer,2013,30,1976,Male,lincoln,2348,37
22286,2014-02-25,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1976,Male,lincoln,2348,38
33197,2016-03-08,T,Annual,1,T,NE,Fish,2016,19.5,1976,Male,lincoln,2348,40
39876,2017-05-25,T,Annual,1,T,NE,Fish,2017,23,1976,Male,lincoln,2348,41
43892,2018-04-01,T,Annual,1,T,NE,Fish,2018,23,1976,Male,lincoln,2348,42
29724,2015-07-11,F,1-Day,1,F,IL,Fish,2015,8.5,1963,Male,NA,2349,52
35296,2016-07-10,F,1-Day,1,F,IL,Fish,2016,9.5,1963,Male,NA,2349,53
39406,2017-04-22,F,1-Day,1,F,IL,Fish,2017,12,1963,Male,NA,2349,54
2107,2010-05-29,F,Annual,1,F,CO,Fish,2010,50.5,1958,Male,NA,2350,52
8019,2011-06-21,F,Annual,1,F,CO,Fish,2011,50.5,1958,Male,NA,2350,53
18781,2013-06-16,F,Annual,1,F,CO,Fish,2013,50.5,1958,Male,NA,2350,55
709,2010-02-17,F,Annual,1,F,CO,Fish,2010,50.5,1977,Female,NA,2351,33
1303,2010-04-13,T,Annual,1,T,NE,Fish,2010,18.5,1961,Female,lancaster,2352,49
6776,2011-04-10,T,Annual,1,T,NE,Fish,2011,18.5,1961,Female,lancaster,2352,50
13604,2012-06-09,T,Annual,1,T,NE,Fish,2012,18.5,1961,Female,lancaster,2352,51
2064,2010-05-27,T,Annual,1,T,NE,Fish,2010,18.5,1965,Female,lancaster,2353,45
8031,2011-06-22,T,Annual,1,T,NE,Fish,2011,18.5,1965,Female,lancaster,2353,46
13553,2012-06-07,T,Annual,1,T,NE,Fish,2012,18.5,1965,Female,lancaster,2353,47
23854,2014-06-04,T,Annual,1,T,NE,Fish,2014,18.5,1965,Female,lancaster,2353,49
3243,2010-08-10,F,Season,1,F,FL,Deer,2010,209,1977,Male,NA,2354,33
20729,2013-11-07,F,Season,1,F,FL,Deer,2013,209,1977,Male,NA,2354,36
42586,2017-11-14,F,Season,1,F,FL,Deer,2017,242,1977,Male,NA,2354,40
1566,2010-04-23,T,Annual,1,T,NE,Hunt Fish Combo,2010,5,1939,Male,buffalo,2355,71
6917,2011-04-16,T,Annual,1,T,NE,Hunt Fish Combo,2011,5,1939,Male,buffalo,2355,72
12033,2012-03-24,T,Annual,1,T,NE,Hunt Fish Combo,2012,5,1939,Male,buffalo,2355,73
17210,2013-03-20,T,Annual,1,T,NE,Hunt Fish Combo,2013,5,1939,Male,buffalo,2355,74
22395,2014-03-16,T,Annual,1,T,NE,Hunt Fish Combo,2014,5,1939,Male,buffalo,2355,75
28376,2015-04-19,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1939,Male,buffalo,2355,76
33067,2016-02-26,T,Annual,1,T,NE,Hunt Fish Combo,2016,5,1939,Male,buffalo,2355,77
38616,2017-02-24,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1939,Male,buffalo,2355,78
44111,2018-04-21,T,Annual,1,T,NE,Hunt Fish Combo,2018,5,1939,Male,buffalo,2355,79
2354,2010-06-08,T,Annual,1,T,NE,Hunt Fish Combo,2010,5,1934,Male,seward,2356,76
13698,2012-06-17,T,Annual,1,T,NE,Fish,2012,18.5,1934,Male,seward,2356,78
18837,2013-06-18,T,Annual,1,T,NE,Hunt Fish Combo,2013,5,1934,Male,seward,2356,79
29842,2015-07-16,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1934,Male,seward,2356,81
39849,2017-05-23,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1934,Male,seward,2356,83
2948,2010-07-11,F,1-Day,1,F,CO,Fish,2010,8.5,1978,Female,NA,2357,32
7996,2011-06-20,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
8114,2011-06-30,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
8115,2011-06-30,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
8179,2011-07-05,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
8223,2011-07-09,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
8462,2011-07-18,F,1-Day,1,F,CO,Fish,2011,8.5,1978,Female,NA,2357,33
13615,2012-06-10,F,Annual,1,F,CO,Fish,2012,50.5,1978,Female,NA,2357,34
18549,2013-06-03,F,Annual,1,F,CO,Fish,2013,50.5,1978,Female,NA,2357,35
23894,2014-06-08,F,Annual,1,F,CO,Fish,2014,50.5,1978,Female,NA,2357,36
29310,2015-06-13,F,Annual,1,F,CO,Fish,2015,50.5,1978,Female,NA,2357,37
34871,2016-06-10,F,Annual,1,F,CO,Fish,2016,51.5,1978,Female,NA,2357,38
40276,2017-06-15,F,Annual,1,F,CO,Fish,2017,61,1978,Female,NA,2357,39
3464,2010-09-04,T,Annual,1,T,NE,Hunt,2010,14,1987,Male,lincoln,2358,23
3644,2010-09-14,T,Season,1,T,NE,Deer,2010,30,1987,Male,lincoln,2358,23
5468,2010-12-17,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1987,Male,lincoln,2358,23
9675,2011-10-23,T,Season,1,T,NE,Deer,2011,30,1987,Male,lincoln,2358,24
10755,2011-12-03,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1987,Male,lincoln,2358,24
15852,2012-11-11,T,Season,1,T,NE,Deer,2012,11,1987,Male,lincoln,2358,25
16339,2012-12-20,T,Annual,1,T,NE,Hunt,2013,14,1987,Male,lincoln,2358,25
20462,2013-10-25,T,Season,1,T,NE,Deer,2013,30,1987,Male,lincoln,2358,26
21573,2013-12-22,T,Annual,1,T,NE,Hunt,2014,14,1987,Male,lincoln,2358,26
25795,2014-10-29,T,Season,1,T,NE,Deer,2014,30,1987,Male,lincoln,2358,27
31078,2015-10-23,T,Season,1,T,NE,Deer,2015,30,1987,Male,lincoln,2358,28
36937,2016-11-06,T,Season,1,T,NE,Deer,2016,31,1987,Male,lincoln,2358,29
42976,2017-12-24,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1987,Male,lincoln,2358,30
47166,2018-11-07,T,Season,1,T,NE,Deer,2018,37,1987,Male,lincoln,2358,31
4429,2010-10-30,T,Annual,1,T,NE,Hunt,2010,14,1970,Male,platte,2359,40
4436,2010-10-30,NA,Annual,1,T,NE,WaterFowl,2010,5,1970,Male,platte,2359,40
4622,2010-11-05,T,Season,1,T,NE,Deer,2010,73.5,1970,Male,platte,2359,40
5584,2010-12-25,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1970,Male,platte,2359,40
5592,2010-12-25,NA,Annual,1,T,NE,WaterFowl,2011,5,1970,Male,platte,2359,40
10114,2011-11-09,T,Season,1,T,NE,Deer,2011,73.5,1970,Male,platte,2359,41
11507,2012-01-24,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1970,Male,platte,2359,42
11511,2012-01-24,NA,Annual,1,T,NE,WaterFowl,2012,5,1970,Male,platte,2359,42
15197,2012-10-17,T,Season,1,T,NE,Deer,2012,30,1970,Male,platte,2359,42
15694,2012-11-09,T,Season,1,T,NE,Deer,2012,73.5,1970,Male,platte,2359,42
19839,2013-09-06,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1970,Male,platte,2359,43
19844,2013-09-06,NA,Annual,1,T,NE,WaterFowl,2013,5,1970,Male,platte,2359,43
21612,2013-12-24,T,3 Year,3,T,NE,Hunt Fish Combo,2014,80,1970,Male,platte,2359,43
21617,2013-12-24,NA,3 Year,3,T,NE,WaterFowl,2014,13,1970,Male,platte,2359,43
39285,2017-04-17,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1970,Male,platte,2359,47
39307,2017-04-17,NA,Annual,1,T,NE,WaterFowl,2017,10,1970,Male,platte,2359,47
41743,2017-10-17,T,Season,1,T,NE,Deer,2017,37,1970,Male,platte,2359,47
43262,2018-01-09,T,5 Year,5,T,NE,Hunt Fish Combo,2018,144,1970,Male,platte,2359,48
43270,2018-01-09,NA,5 Year,5,T,NE,WaterFowl,2018,23,1970,Male,platte,2359,48
39317,2017-04-18,T,Annual,1,T,NE,Fish,2017,23,1976,Male,platte,2360,41
23795,2014-06-01,T,Annual,1,T,NE,Fish,2014,18.5,1979,Male,sarpy,2361,35
2055,2010-05-26,T,1-Day,1,T,NE,Fish,2010,6.5,1968,Male,adams,2362,42
2108,2010-05-29,T,Annual,1,T,NE,Fish,2010,18.5,1968,Male,adams,2362,42
7769,2011-06-05,T,Annual,1,T,NE,Fish,2011,18.5,1968,Male,adams,2362,43
13299,2012-05-26,T,1-Day,1,T,NE,Fish,2012,6.5,1968,Male,adams,2362,44
13425,2012-05-30,T,1-Day,1,T,NE,Fish,2012,6.5,1968,Male,adams,2362,44
8476,2011-07-19,F,Season,1,F,VA,Deer,2011,209,1965,Male,NA,2363,46
3295,2010-08-16,F,1-Day,1,F,CO,Fish,2010,8.5,1975,Male,NA,2364,35
3296,2010-08-16,F,1-Day,1,F,CO,Fish,2010,8.5,1975,Male,NA,2364,35
2003,2010-05-23,T,Annual,1,T,NE,Fish,2010,18.5,1966,Male,lancaster,2365,44
